ID,Ime,Priimek,Država,Racun,Skrbnik
637,Randie,Domonkos,Czech Republic,SM75 U858 5790 214P 2ODK W3BY Z25,true
253,Alejandro,Douch,Philippines,FR60 0877 6806 80BM JTIT 1JFD 639,false
518,Agretha,Giacomello,Chile,CZ71 4277 1942 3180 5468 4452,true
116,Filip,Linklet,Kazakhstan,SE32 2907 9733 1125 9318 5200,true
149,Harper,Tyhurst,Moldova,AD66 0491 1077 IDVE MJ8G FXAX,false
102,Elwood,Ebbins,Belarus,LT61 3055 9053 8931 9946,true
649,Myrtie,Garfoot,Moldova,PK13 QAGB OWUU AUDG IQBC ACP4,true
63,Inna,Sorbey,Jordan,LB55 7250 7NL6 0EAV LHKE C1B5 KUVM,false
768,Hatty,Cavanaugh,Honduras,IL60 8376 9288 1725 3986 915,false
266,Conway,Kighly,Indonesia,AL26 2457 5898 FLS5 LZFS CSKN JIJ9,true
465,Savina,Jewster,South Africa,HU46 8255 5254 2828 3693 2291 6369,true
545,Cahra,McGourty,Brazil,SK28 9037 3610 2579 5435 8261,true
600,Lorene,Keeton,Russia,DO42 CMZA 1643 9219 5712 4476 1318,false
663,Inga,Measen,Indonesia,GT45 BUJ0 CCTL VQO1 QBY7 3XRG EXW2,true
644,Estella,Danilovic,Czech Republic,LV51 FOLO EZF3 6IWE GTOT S,true
581,Julienne,Esmead,Brazil,AT19 5129 0382 3870 1934,true
117,Patten,Breeds,China,PL62 2405 1784 8945 8682 8102 2864,true
34,Julie,Mawdsley,China,IL68 0351 8890 2685 2654 116,false
934,Lil,de Vaen,France,PS73 BJAY MFJJ LXDF OWS6 2OQP RG9X P,true
953,Tim,Scobie,China,PK54 QHZX ZWHC 9YCZ G3MX YWL2,false
967,Estella,Morais,China,SE73 1198 3988 1287 7954 9600,true
527,Clementine,Wynter,Poland,IS95 7037 7129 8782 3874 6552 79,true
40,Star,Vahl,China,TR95 5005 7HIR PKXX RZZS OLJB HV,false
909,Rosaline,O'Lahy,Thailand,MU23 DABV 4317 7278 5566 5577 596K EG,false
737,Deirdre,O'Doherty,China,ES16 3714 4576 9392 7776 7401,false
700,Tully,Dosdale,China,FR58 9357 7295 78JS VQJK M3AX N37,false
989,Wheeler,Steketee,China,FR64 1469 1679 133J VLNA BWYM O34,true
175,Jarrett,Khomishin,Iceland,PT10 2409 9952 9890 1592 2405 8,true
526,Belvia,Cereceres,Switzerland,AT94 2052 2652 4027 1646,false
625,Robin,Lydon,China,KZ95 439K QKBE POXH P9HQ,true
370,Marietta,Gidley,Indonesia,MK28 323U LLXN ZTFS X99,true
181,Ryley,Harbard,China,CH43 3574 1XVR OB7N IM3E D,true
24,Fran,Causton,Indonesia,FI21 1846 5093 6181 87,true
862,Duane,Astupenas,China,GB96 HQNX 3126 9301 7278 97,false
102,Elwood,Ebbins,Belarus,RO26 IFQX KETZ LJRL EEAZ RQYQ,false
656,Sibyl,Spawforth,France,FR17 1163 4606 608R EMIE X4CQ J70,true
552,Elonore,Carragher,China,BG39 AHOH 1460 20EA Q397 PV,false
719,Lorraine,Dyter,Thailand,SA06 85LD FWXQ HDEA IZG0 AKET,false
22,Korney,Keymer,Ukraine,AT12 2659 8061 7228 1892,false
209,Dillon,Warmington,Indonesia,AD54 8087 7233 AMYR QBYM KTMN,true
892,Ashil,Gergolet,Sweden,DO05 GK09 5825 9208 1686 6506 9288,false
290,Aretha,Tosney,United States,BH42 DRSO DJQQ XSVJ XPDN 5G,false
244,Virginia,Thunderman,Trinidad and Tobago,ME08 0036 2425 1389 6675 41,true
276,Iosep,Lamprey,Indonesia,SM19 L990 2918 720Y 28QW RLLS MNR,true
325,Madelin,Dreakin,Mongolia,RS91 6476 3124 4096 0376 32,false
206,Di,Doole,China,MK69 922X 6VQJ UZE9 712,false
54,Bibbye,Thoday,Russia,SE46 6828 6054 3618 2788 2453,true
649,Myrtie,Garfoot,Moldova,IE40 INNQ 2109 2480 2759 33,false
278,Rockie,Titcomb,Thailand,MT07 UUMH 0107 72T0 QZVN Y8KR UARQ FUQ,true
645,Idaline,Juste,Poland,MD31 RES1 K1VU DJKS YU50 ROTR,false
917,Gloriana,Doche,Indonesia,KZ96 796G XEMY HMBK 3PMS,false
37,Glendon,Crufts,Mexico,CR74 1343 5589 2768 3806 5,true
217,Lothario,Learmonth,China,PS68 PSWN ALFM T9JR Y6KP TGTS 6A08 F,true
312,Derk,Ommanney,Cuba,SM92 C010 9615 013W GHQR NKVT QY7,true
713,Meredith,Grogono,Thailand,AE48 3637 6799 5681 3360 949,false
721,Winni,Lightewood,Mexico,FI89 3191 7036 2569 70,true
358,Sheree,Mc Faul,Latvia,LV86 EBTF XVFX TEFB BSOT K,false
595,Bobbi,Gherardelli,South Korea,AE93 7439 1724 7629 5222 395,true
622,Tiffi,Hessel,Philippines,FR97 4506 4448 15WV MKBA ZZJY H81,true
590,Bordie,Coan,Panama,AL09 6569 9299 F1JB 7LXU 14ZB CC7Q,false
116,Filip,Linklet,Kazakhstan,MT57 JNJK 9661 6A4W 1595 TDKE SCB5 PRJ,true
70,Dina,Haxley,China,FR32 3111 3378 56WG VRCD 87UP Y69,false
972,Rhett,Beauman,China,FR92 7564 8871 37SJ S3B3 IBUS W13,true
188,Benedikt,Notton,Indonesia,SE29 5193 3809 8527 2988 5324,true
478,Mohandas,Tuttiett,Philippines,HR49 7730 8176 4183 4067 8,false
269,Elise,Verbruggen,China,GE51 EF72 2786 9233 8746 55,false
367,Kizzie,Strathman,Russia,FR06 3159 3021 46MZ V4XO L8BP 479,true
380,Joana,Verbrugge,China,KZ06 9842 YDII UEVZ XWWI,true
791,Marco,Sheilds,China,FR10 7090 0135 64VD VYX3 B46K P87,true
765,Hurley,Hardwich,United States,FR20 2533 6126 25KJ WLIU NPAK I39,false
406,Swen,Endersby,Cuba,BH45 ECSU 4ZGC EQ1X DLY4 HJ,false
338,Courtney,Stickley,Russia,BH73 KDUT KKTX 1RZG MLVW U1,false
962,Yardley,Ruggiero,China,VG22 MXQD 8925 2238 2839 7564,false
252,Cly,McCrackan,China,VG33 VQLJ 7945 6332 0788 9835,true
546,Shellysheldon,Toovey,Indonesia,NL66 HGFR 3515 7255 07,false
984,Guillema,Philpot,China,FR60 3985 6197 29LV PNND HQBH U52,false
779,Eilis,McColm,Nigeria,VG75 KETO 8683 4589 8193 4845,true
466,Roobbie,Menghi,Brazil,AE08 4580 3798 2468 6206 933,true
472,Thorvald,Relton,Peru,FR73 2363 0489 38KX EBR4 L8XO 536,true
60,Addie,Tripony,Brazil,GI06 SHNJ QODU ZXJV 66IV WTL,true
372,Syman,Deamer,Canada,KW67 DSQD FN8R B6ML X3SJ SBYC OWTM KY,true
307,Phaedra,Pierton,Indonesia,BA81 0771 7786 1199 0081,true
72,Barny,Hext,China,FR54 0591 3713 57HK LZYS G1BY 646,true
486,Kylen,Hassey,Philippines,IS39 4837 1339 6787 9178 8485 00,false
395,Linn,Bramich,Philippines,FR65 6484 1340 95AG HQ1O CEBN K89,false
559,Jaine,Ludman,Japan,NL26 ZFWB 2758 1427 79,false
995,Kippie,Edy,Canada,GT47 K046 PIFS MVEJ M897 VHOH BHCS,false
68,Svend,Ianne,Thailand,BH53 AAOX G6PY TUOS RE3I CM,false
75,Emile,Soigoux,China,BR22 8421 1875 8637 8833 5554 255U E,true
314,Haskel,Andreia,China,KZ72 296F IV2O 24OM VL0O,false
108,Kinna,Barnewelle,Argentina,RO88 YZBF SSET ECXF FZT8 BB8J,true
987,Mufinella,Galbreath,Tanzania,FR03 8548 1008 43XS UKG7 S5TL Q51,false
240,Darrelle,Breakey,Philippines,FR63 2820 6473 56QV 4CBB BNNX I09,true
950,Carla,Ledley,Indonesia,MU61 HPBR 5275 2652 4779 5152 931G RC,true
307,Phaedra,Pierton,Indonesia,GB97 ZMAG 4533 7565 6292 48,true
275,Garwood,Gallaway,China,AE65 9729 3338 2275 9261 816,false
726,Devlen,Farnon,China,IE71 OIPD 6145 9438 6308 15,true
139,Karee,Swinnard,Russia,GI16 NVHA KJIL YK3D FF2T P4B,true
877,Leigh,Strutley,Morocco,GI62 BFFM FW44 1BJY NIO1 0ZT,true
812,Cassy,Blackaller,Greece,IL27 8878 9484 5307 3304 095,true
746,Verina,McCorry,Indonesia,NO13 9483 0447 172,true
193,Katinka,Ide,Saudi Arabia,AD04 1686 9062 FXFF 5ASQ 6DYZ,true
584,Hatty,Davidofski,Democratic Republic of the Congo,DO47 5UOX 8670 6536 7182 9656 5005,true
591,Berkie,Whaymand,Philippines,HU14 3739 5122 2868 5052 5336 7724,false
436,Sloane,Bartkiewicz,Russia,ME48 4379 9473 2075 5416 66,false
518,Agretha,Giacomello,Chile,PT80 7684 3674 3189 3849 6965 0,true
653,Jeremie,Bote,Russia,HR76 1586 7907 8101 1644 0,true
179,Alisun,Tallant,France,LI33 1412 2W5O YC7N YO0W 1,true
323,Tiffie,Collman,Albania,LV04 TGZJ GLW2 TYO3 IQEX Z,false
522,Kelsey,Worgan,Armenia,BR61 9075 5119 8284 9849 9656 230B G,true
586,Hertha,Biesinger,Sudan,FR56 6298 1974 08LZ AENU ACUT I21,true
961,Dulsea,Kipling,Canada,FR04 0286 1141 70VW 9XTM GDOB A32,true
76,Natalya,Beardon,Indonesia,MD83 H4TR LRYR 76DJ 4UQ0 WY4G,false
838,Liz,Dooley,Germany,SA32 50LU WGKD M2FB TWK6 PRA9,true
367,Kizzie,Strathman,Russia,CZ79 0269 2504 9907 9213 8601,false
25,Lock,Cozzi,Russia,VG32 CYKY 6005 6209 6529 3087,true
636,Siobhan,Blakelock,Portugal,NO46 8142 0137 020,false
296,Hughie,Ivashechkin,China,BE68 4736 3945 5002,true
912,Edik,Ruane,Peru,BE45 1266 3432 0297,true
317,Pembroke,Parkin,Maldives,ME40 3067 3669 6003 6860 90,false
300,Winifred,Slayford,China,GI81 YDEN VWTX 66JE 6TJH BB9,false
380,Joana,Verbrugge,China,CZ54 2313 3850 8546 4467 8427,false
380,Joana,Verbrugge,China,CY24 6357 7634 0B3C SAOC OSRK 39RH,false
515,Ronny,Schachter,China,BH54 VMRF L8HI 3USE B4TC 5S,false
219,Law,Wealleans,Russia,LI25 7969 6FYF WSOQ 4KRN 1,false
728,Danny,Chiechio,Indonesia,LU74 758A QNQ6 AJ7Y 3AXR,true
435,Avram,Coalbran,Russia,FR85 6197 7910 15VI JFK9 7X2F E11,true
37,Glendon,Crufts,Mexico,BG51 AVOH 7128 732S YBJD XV,true
744,Etienne,Wenban,Iran,IE54 MXUN 8178 4543 6248 77,true
610,Gabey,Edmondson,Thailand,FR05 6734 4277 85OE W09I FCSO L17,true
499,Dorelle,Highwood,China,DE52 2917 9220 3493 6695 33,true
4,Nichole,Antill,Thailand,LT68 9792 6149 0295 7549,false
610,Gabey,Edmondson,Thailand,LV58 YQKW GEFT PVEU ZWOQ J,true
604,Sascha,Kunneke,Brazil,GI54 MNLW HYYT YTQP TTQU 6SR,false
180,Erma,Grigorescu,Vietnam,CZ45 7238 7644 1815 4690 4460,true
15,Karena,Ferreiro,Nicaragua,GE75 XO87 0261 5687 3928 28,false
185,Wilden,Tixier,Canada,FO19 6000 3332 3161 09,false
415,Eugenie,Michelotti,Poland,FR44 6856 1232 48IE VOLN FQF0 H94,true
613,Skipton,Deluze,Sweden,LU21 108W QWMI DYE7 FSW1,false
255,Aigneis,Mesias,China,LU52 961N A52Z CU8Y ZZBX,true
344,Ralina,Akehurst,Colombia,GL78 4331 8046 7917 98,false
854,Garfield,Bromell,Indonesia,DE95 6493 9771 1234 5690 00,true
761,Colleen,Bowdon,China,CZ22 5701 2374 0765 6317 6693,true
97,Zena,Kleinmann,Egypt,NO29 1825 2701 463,true
996,Janek,Darragon,Mongolia,PL80 5707 3085 2814 7327 9135 7912,true
876,Coletta,Deer,Thailand,AT90 7280 9996 5338 6170,false
464,Zeke,Braine,Guatemala,SK97 8261 7655 2164 6647 3919,false
57,Robinson,Greed,Croatia,GR57 7956 499O 8DSZ BAZX YLDM ZDI,false
192,Melantha,Weld,China,MT31 FPUN 0483 0MAF U7BD Z831 8FKE 2ZE,false
57,Robinson,Greed,Croatia,NO69 0716 6348 613,true
252,Cly,McCrackan,China,SA40 40JF IQVG XAZ1 QXAY VKGH,true
196,Alonso,Pipkin,Iran,CR76 2715 9366 4047 0235 6,false
477,Suzie,Greenig,Russia,FR64 8826 4515 08RD XDWN EYOO X89,true
874,Catha,Denyukhin,China,BR51 7880 4945 1310 4462 3114 353E 5,false
120,Arni,Langcastle,Western Sahara,SK50 5748 0841 5916 0822 2531,true
248,Mei,Vequaud,Poland,MD09 BR7I TJ4W FPOH 2KON 8QHG,false
166,Floyd,Card,Peru,BH54 ODPH 4EIT EV2K 87KZ CP,false
343,Hiram,Tillot,China,SA37 57J3 PGFI 1APO U4NT WZWK,true
233,Davidde,Dominichetti,Mexico,MD13 VWWD 04R8 B9HP BJSI OJZ4,true
1000,Aliza,Romney,Vietnam,AZ34 KGYG 98ND SYNM LHU9 P9XA 6ODP,false
758,Maryjo,Bull,Portugal,HU46 6671 1759 2365 1155 5709 4515,true
33,Justen,Keslake,Ukraine,DK02 1428 1151 7117 11,false
207,Ree,Waszkiewicz,Philippines,FO92 4910 9542 5841 70,false
70,Dina,Haxley,China,MD82 DMFI LZXH 7GST HSIY PQ5G,true
49,Lainey,Batts,China,SM71 Y119 3994 948Y P2VU BBEN MT6,true
813,Kyle,Fulloway,Croatia,LT26 0948 8886 5420 1002,true
259,Mellicent,Barhams,Cape Verde,DK43 2447 4465 0484 43,true
669,Cherilynn,Pynner,Portugal,BA67 0316 9332 8624 9803,true
868,Berenice,Marshall,China,MC71 3103 1940 62QK OE1F JIOY N83,false
277,Robinett,Twining,Brazil,GE36 LM94 2586 3401 0549 31,false
941,Feliza,O'Fogerty,Philippines,DO45 4JWK 5870 4760 6104 2811 2809,true
86,Virginia,Durber,Russia,GB77 WOKL 5837 6690 8945 28,false
703,Rodrigo,Rosiello,Iran,IT45 U694 4785 771A FBOF 0KFF MOO,false
404,Olin,Cuxson,China,CY59 5574 1865 XYS6 OMLB BJSC BSGG,true
115,Mercy,Ravenshaw,China,FR84 2074 8496 68E3 MAB1 5DKK F86,true
870,Crysta,Muddicliffe,Portugal,IS32 2601 6956 8148 3844 5323 78,false
172,Alisander,Twidle,China,RO15 SGYI H4HM ME65 DJLC 6SKD,true
907,Missy,Neachell,Honduras,AD16 3411 0945 QVKR 1VT0 LH09,true
329,Michele,Winslett,China,NL10 IBUD 0629 0661 15,false
580,Sada,Kornilyev,Portugal,HU16 3215 0049 2885 8366 9057 7350,false
258,Myrlene,Verrills,Thailand,RO36 HFGC JLBT LM3P RKHN 0DE9,true
296,Hughie,Ivashechkin,China,GL83 0957 6657 6951 95,false
781,Aylmar,Milington,China,SA92 11E2 UF2H U8NV L1TY OE5T,false
506,Maia,Oswick,Russia,KW67 ZHBV DBEL VGEW AYBU QBFB MBYD HU,false
808,Grace,Veevers,Botswana,FR98 1941 8417 42XT MZKQ NWJH B81,true
91,Hortense,Kesten,United States,IL29 9259 6238 2211 5059 982,true
425,Dianemarie,Servis,Canada,SI35 7652 8528 0176 612,true
384,Archibaldo,McCuthais,Indonesia,LV47 JGSD NKW9 NIUE 0PEV F,false
292,Koral,Stainson,Czech Republic,SK86 7605 3908 7189 7536 3935,true
663,Inga,Measen,Indonesia,AT38 2064 1793 9962 1825,true
230,Hermann,Ofield,Chile,EE96 8374 5314 0931 9395,true
692,Brita,Danick,Serbia,MD77 UGPC FF4K QPF8 QUOB MSZM,true
783,Baxter,Warrick,China,AD27 7040 5090 OJR6 BN2T O0FG,false
233,Davidde,Dominichetti,Mexico,MK54 461R 8PZH UR75 A66,true
174,Dian,Pycock,China,IS79 6655 5684 5040 1287 3309 48,true
342,Derril,Malone,Sweden,HU20 8569 9431 9609 3205 0665 6921,true
641,Jillene,Fosdyke,China,IE34 FDXK 5163 3683 6089 18,false
280,Mace,Hughlock,France,FR45 4258 1082 43VG LHWF QUAN 958,false
561,Aldwin,Dene,Russia,FR74 0016 1323 76K6 JBIP 7SAG X56,false
943,Mal,Broske,Honduras,IT93 V102 9101 688J 8OJU 6ARW OSG,true
75,Emile,Soigoux,China,LU64 528X TASP M1C2 Y87G,true
814,Neille,Mayou,Sweden,PT11 7526 3638 7927 1285 8861 3,false
568,Donny,Frugier,China,HR31 5730 9609 5626 4082 0,true
483,Orville,Twitching,China,IS71 8634 1130 2197 6243 6645 91,true
568,Donny,Frugier,China,BH56 BWMZ I5TW IXNU 0ZSR NZ,true
645,Idaline,Juste,Poland,LI21 1364 3GTZ BYPV QOUW A,false
226,Lexine,Markwell,Colombia,AT88 6259 6345 1960 5671,false
169,Mata,Skelhorn,Indonesia,KW31 UASC AG7W AX2J VI8P GTMD CQ5E PD,true
469,Tracey,Pappin,China,PT57 4725 4464 4502 5764 4872 4,true
3,Addie,Abden,Indonesia,BG08 TJDJ 9781 11AY WNBW NE,true
897,Meryl,Wonter,China,SE33 4038 1258 2658 4793 7642,false
658,Urbanus,Gofford,Russia,PK50 OFYW GBLN 4DPN GFIL COQV,true
928,Anett,Bettlestone,Cyprus,TN48 5995 5781 0408 6926 9018,false
16,Carter,Robjant,Philippines,NO81 5355 8215 484,true
45,Cassandry,Arthars,Indonesia,FR23 8263 0818 03SO YSEN HK7E Q50,true
706,Jocelyne,Roy,Russia,MT18 FCFO 3144 5ZKF VPDH TX3U MCTB 7LS,false
41,Elysee,Westmancoat,United States,MR20 3553 9988 8286 0262 5862 584,true
182,Jobie,Pflieger,Lebanon,CY71 5290 0450 LJTG OP3S SY9G ANMA,false
800,Christy,Prozescky,Bangladesh,AE32 2608 4159 7612 9542 805,false
749,Bord,Heamus,Poland,ES18 3825 7621 3515 8848 0827,true
429,Mab,McComiskey,Indonesia,FR67 7128 7270 84LQ OI4C 4O28 M71,true
637,Randie,Domonkos,Czech Republic,PT27 6242 8922 3943 2022 0010 7,true
896,Staci,Austing,Indonesia,BH51 MHIJ LBVF 61OE DXWP RF,false
638,Nata,Cantillion,China,DO03 CGU1 7482 2931 6719 6138 1713,false
632,Forest,Franklen,Canada,FR85 5872 6719 05PF M8WG MA1O K28,false
935,Marc,Levesley,Indonesia,FR68 7823 4260 36ZT Q0DA KXCI T04,false
468,Rae,Kumaar,Mexico,BG42 FTFO 5330 18SX UZGI MQ,true
919,Hermann,Rouchy,China,SA96 41HD A7HP G2WP OKES YEPA,false
430,Shurwood,Morsom,Russia,ES80 0040 3475 5707 4877 1302,true
660,Rennie,Radleigh,Croatia,PT48 2720 6684 2391 7406 8890 8,false
397,Marrissa,Sheasby,Niger,MU15 QXLN 0572 9657 6217 3813 009J JC,true
655,Madel,Marcroft,French Polynesia,PT26 9209 1277 1265 7347 1824 9,false
799,Brana,Scroggins,United States,MC58 9706 0767 08XA VWI8 7WML A49,false
786,Gare,Seathwright,Portugal,HR09 9233 1586 8399 2061 3,false
320,Ware,Lamb-shine,China,PT67 1038 6461 2408 1721 5793 3,false
528,Goldarina,De Stoop,Spain,BE16 7584 7107 2096,false
496,Cordula,Bilbee,Greece,CR17 5544 8237 2354 3107 1,true
444,Randall,Fernehough,Poland,BA79 6811 6620 2389 2625,false
544,Gaultiero,Ionnisian,China,MT26 UPRY 2106 0ZEE 2FKX YZHF 8VNJ 5M7,true
115,Mercy,Ravenshaw,China,HU39 9780 6195 4689 1009 5352 1048,true
517,Putnam,Pardi,Nigeria,FR08 9969 5166 988N WNDD HPYA B23,true
849,Karilynn,Pyner,China,LU86 571N JYO8 7DNK WLHP,false
845,Morgan,Schust,Greece,MD42 K1RO RFVI 9SRE F3MH A6RA,false
629,Charissa,Rosiello,China,LU55 316E AEA6 5GYE ZKYM,true
375,Dorotea,Whiteford,Nigeria,AD97 7549 3205 LKNW ZMDM SX2R,false
390,Annabel,Challinor,Mongolia,BR30 4357 9299 1933 0363 0325 379N D,false
321,Maryjo,Deniskevich,Indonesia,FR39 7581 0038 90WU Y3ME 3B2F Y79,false
438,Belicia,Coils,Iran,PK72 QMWR 9PSN WJTH PYVE RIUO,true
331,Vernor,Baroc,Iran,DK05 9648 5260 8946 85,false
617,Emory,Boolsen,Portugal,FR04 9896 7403 78WM S3JD L0DT 609,false
652,Min,Sexty,Colombia,BG74 ZIUI 0584 907W UKML EE,false
645,Idaline,Juste,Poland,NL91 ZJTR 6080 0588 29,true
941,Feliza,O'Fogerty,Philippines,MT75 AOQV 3157 1A59 ALTD 3HT6 YRXR 2DK,true
795,Anetta,Balk,China,CY97 3347 2057 ZRO9 OOBG ZTQJ PZYO,false
692,Brita,Danick,Serbia,CZ82 5880 0836 2272 7910 5433,true
115,Mercy,Ravenshaw,China,HU26 9575 6419 9070 4725 6606 5400,true
612,Marcelo,Farrin,Bosnia and Herzegovina,DE08 3554 8209 2033 9406 69,false
724,Valeda,Unitt,China,FR26 1122 6923 52AQ CLVM VBP4 C95,false
446,Aaron,Mottini,China,FR60 3232 2178 40GL GDXQ XP2J H60,false
807,Parrnell,Burley,Brazil,BR31 8639 3402 2709 0205 7904 322G 1,true
525,Sophronia,Scholcroft,China,MR10 7440 6413 0804 1666 5527 232,false
461,Erminia,Godbolt,Venezuela,RS49 3647 9622 6060 9460 72,true
52,Jim,Boards,France,RO64 GWZR P6KA FQEF IOSM ZOKD,false
560,Beale,Killelea,Yemen,TR70 6363 2WY5 1UE8 NM2J YW2U XK,true
721,Winni,Lightewood,Mexico,CY17 4993 2355 DHL6 HIGW SQQF YJOP,false
322,Basia,Attride,Greece,EE62 1538 7772 8300 6266,false
636,Siobhan,Blakelock,Portugal,DO69 UGU4 3024 5477 3670 9831 4217,false
451,Lira,Houlston,Portugal,GB21 RAMG 1299 9828 4491 41,true
259,Mellicent,Barhams,Cape Verde,IS77 6686 6205 5628 1985 5771 28,false
241,Lillis,Fuggles,China,CY80 0876 4772 CNFK PFOA EQGT IJXW,true
665,Ivar,Rettie,Tanzania,HR89 5340 6377 9967 1818 8,true
708,Analiese,Eschalotte,Brazil,BR36 4706 0471 1721 4454 7668 232U W,false
362,Mariel,Twelftree,Saudi Arabia,EE49 2937 2099 2150 0072,true
812,Cassy,Blackaller,Greece,EE32 7906 5081 9381 7228,false
329,Michele,Winslett,China,SK61 8397 9657 2693 1142 8849,true
38,Martie,Yanshinov,Thailand,RS48 7502 2316 4993 0560 49,false
21,Adriena,Lamport,Argentina,GI57 XOYL HMIJ IEZ0 YTZO 3FQ,true
956,Roobbie,Soggee,France,BR13 6973 6238 8895 4720 1213 384R 1,false
12,Nikolai,McCue,Russia,NL85 GCQP 2900 2494 14,true
976,Blondie,Close,Cameroon,FR14 0795 8028 18CY J6OX QWY1 A71,true
385,Hermie,Kyneton,Czech Republic,NL19 PJXO 9715 5657 90,true
582,Joice,Arderne,Vietnam,FO09 8838 4135 8090 35,false
110,Catharina,Roller,China,IS81 4680 5351 5723 6556 0368 48,true
461,Erminia,Godbolt,Venezuela,FR32 7084 9305 661N SZHS HUDE G99,true
802,Corilla,Corker,Philippines,GR66 5831 0534 CREQ 16JQ Q3CY M1R,true
841,Leila,Letten,China,GL59 3213 6165 2624 56,true
340,Aggi,Lemonnier,Indonesia,GR48 9927 240A IBFT RXRR WCVH SPP,false
155,Lyndel,Tizzard,Vietnam,FR15 6289 1411 077J AP9N DCAR P90,true
642,Lawry,Rowberry,China,DK96 8476 7405 2012 41,false
435,Avram,Coalbran,Russia,ME58 5268 6535 0996 5898 64,true
549,Thurstan,Moat,Philippines,SI15 3952 0995 5544 648,false
713,Meredith,Grogono,Thailand,NL04 NNQT 0139 0707 45,true
924,Mady,Shambrook,China,FR20 0026 0384 01SK SWXC 0OYD R15,false
316,Hervey,Bridges,Czech Republic,FR98 4629 0300 02ZB XYWF C3ON M08,true
696,Seumas,Mobberley,Philippines,FR77 7194 6639 35JO QNI2 TICU S19,true
207,Ree,Waszkiewicz,Philippines,PL24 1373 3540 0354 0688 3478 9761,false
32,Nathalia,Reiners,Tanzania,IE86 NIJZ 5840 5988 4041 42,true
421,Philis,Palke,Greece,FR75 1673 3738 593F JD86 AGRM 209,true
623,Saidee,Clendennen,Indonesia,FR43 6609 6580 73CS FOQC 8LND C61,false
448,Aurilia,McGilvary,Japan,GI68 CNOI T94K CDST U9RB TRR,false
297,Lezley,Ebdin,Netherlands,IS86 5772 6564 2478 1490 6457 86,true
326,Robert,Balazin,China,NO08 9882 1280 238,true
698,Lemmie,Swansborough,Sweden,KW77 ZJKE ZHP8 0W8T QJWM 0WP7 69FB BN,true
462,Bibbie,MacCarrane,Poland,LT61 3528 7878 5354 2890,true
801,Karlen,Giovannacci,Japan,FR28 3590 3638 42CN 6W4D WFLM P65,false
462,Bibbie,MacCarrane,Poland,LI23 5996 4EVM L2OO OMSR 5,false
855,Irwin,Beamson,Portugal,CZ71 9234 0501 5901 7123 1897,false
3,Addie,Abden,Indonesia,AT80 8234 0326 7914 3846,false
251,Jude,Breznovic,Czech Republic,AE70 1176 4995 6664 1188 966,true
675,Violet,Arundel,Bolivia,AE95 6119 1588 7707 5744 342,false
988,Bucky,Micklewright,Sudan,CR38 5651 8091 9742 1233 9,true
728,Danny,Chiechio,Indonesia,CZ29 4662 9416 9227 6226 2633,false
345,Caprice,Viccary,China,IS21 6537 4254 2951 9582 7044 68,true
202,Bill,Roscoe,Peru,KZ19 0109 E9AF HGEG KOYD,true
369,Anabelle,Wrench,Portugal,EE20 6646 7394 0900 1421,false
707,Rodi,Larner,China,FR84 6214 9720 46K2 XBM9 2AC0 O57,false
9,Mellicent,Chasle,Russia,BG70 QWKV 0144 88AK ON3V CM,false
870,Crysta,Muddicliffe,Portugal,RS78 8075 5800 4571 9917 94,true
166,Floyd,Card,Peru,CY61 1471 3269 GYCK AMWO X3VO ST2Z,false
334,Major,Kilfeather,Nigeria,LB92 4874 VID5 JIJT PNEM WRE0 4E3W,false
274,Eberhard,Wallsworth,Peru,BR92 5531 9344 7014 6430 9269 133O J,true
914,Marylee,Sorbey,Norway,NL81 GGQK 1916 9762 33,false
127,Tedda,Stowgill,Russia,CR47 6229 8571 0708 0281 0,false
403,Townie,Jeyness,Poland,AE33 2842 5647 6374 4322 802,true
176,Wyatt,Ubsdell,Mali,AD69 5037 7059 XPWG LWMR XYZK,false
739,Tulley,Glancey,Portugal,CR64 5381 1694 0378 1567 8,true
531,Eunice,Perle,Portugal,PK48 INNK BS63 RWWG IGEP JMPG,true
272,Hilda,Brodeau,China,AL53 4995 6318 F5ER DRWT I3HO UXIW,false
734,Karoly,Allabush,Indonesia,RS81 3896 0676 6586 9120 94,true
189,Cathie,Huscroft,Indonesia,AD14 7104 8661 EFPX 8RWR B8KK,true
408,Wood,Mc Gorley,Ukraine,LI12 2701 14T5 AMPP DUNS Z,true
213,Clari,Hargreave,Sweden,IL74 1294 6247 9271 2714 400,true
443,Jazmin,Lusher,China,DK31 9436 6714 2486 21,true
870,Crysta,Muddicliffe,Portugal,GE31 ZC05 7823 6658 3364 27,false
275,Garwood,Gallaway,China,AD68 9930 4800 C8T2 D9RX 9WJI,false
141,Janenna,Everist,China,HR46 7300 8061 4872 5756 4,true
436,Sloane,Bartkiewicz,Russia,ES59 5547 7399 1529 8434 3639,true
568,Donny,Frugier,China,FR39 2208 3272 85D8 M0MD 8NU0 A78,true
531,Eunice,Perle,Portugal,GT30 A0UZ K5LW BL3C 4IBC LA4B 6Y0M,true
230,Hermann,Ofield,Chile,BA44 4597 2589 1835 9243,true
545,Cahra,McGourty,Brazil,BH16 DHRC RFSB AXD4 RPQQ 1A,false
533,Gertie,Molloy,China,LI83 5504 1TXO AUTG 2SIB F,false
285,Mariele,Librey,Indonesia,FR12 9814 4262 53XM ZCWR NTK6 M27,false
